BLDGID2  ,STR402   ,PAIR402  ,SQFTC2   ,BCWM2C   ,YRCONC2C ,REGION2  ,XSECWT2  ,ELSUPL2N ,NGSUPL2N ,FKSUPL2N ,STSUPL2N ,PRSUPL2N ,SQFT1T   ,SQFTC1T  ,HEATP1T  ,COOLP1T  ,ELUSED1T ,NGUSED1T ,FKUSED1T ,STUSED1T ,CWUSED1T ,COUSED1T ,PRUSED1T ,HWUSED1T ,WOUSED1T ,SOUSED1T ,NFLOOR1T ,YRCON1T  ,YRCONC1T ,BCWM1T   ,GLASP1T  ,GLASPC1T ,GLASS1T  ,NTANKS1T ,TOTCAP1T ,IMPSF1T  ,IMPNOF1T ,IMPYR1T  ,IMPYRC1T ,IMPPG1T  ,IMPPGC1T ,IMPNFT1T ,IMPCAP1T ,LONGWT2  
06030 ,24 ,2 ,07 ,11 ,05 ,2 ,100 ,1 ,2 ,2 ,2 ,2 ,130000 ,07 ,100 ,98 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,7 ,1968 ,05 ,11 ,2 ,4 ,1 ,1 ,500 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,103.86
06031 ,29 ,1 ,08 ,03 ,02 ,2 ,12 ,1 ,1 ,2 ,2 ,2 ,365000 ,08 ,100 ,0 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,4 ,1913 ,02 ,03 ,2 ,3 ,1 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,12.47
06032 ,18 ,1 ,04 ,17 ,01 ,1 ,2000 ,1 ,2 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
06033 ,09 ,1 ,05 ,11 ,03 ,2 ,150 ,1 ,1 ,2 ,2 ,2 ,35000 ,05 ,100 ,90 ,1 ,2 ,2 ,2 ,2 ,1 ,2 ,2 ,2 ,2 ,8 ,1924 ,03 ,11 ,2 ,3 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,155.78
06034 ,14 ,2 ,06 ,07 ,04 ,1 ,103.79 ,1 ,1 ,2 ,2 ,2 ,54000 ,06 ,75 ,20 ,1 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,9999 ,04 ,07 ,2 ,4 ,2 ,1 ,10000 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,103.79
06035 ,34 ,1 ,02 ,04 ,05 ,2 ,1431.77 ,1 ,1 ,2 ,2 ,2 ,1450 ,02 ,100 ,80 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,9999 ,05 ,04 ,1 ,2 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1967.61
06036 ,35 ,1 ,04 ,15 ,07 ,2 ,123.11 ,1 ,1 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
06037 ,33 ,2 ,06 ,02 ,06 ,3 ,100 ,1 ,1 ,2 ,2 ,2 ,51000 ,06 ,60 ,60 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,3 ,1972 ,06 ,02 ,2 ,4 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,107.07
06038 ,01 ,1 ,08 ,11 ,07 ,4 ,1.88 ,1 ,2 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
06039 ,35 ,1 ,05 ,03 ,05 ,2 ,107.42 ,1 ,2 ,2 ,2 ,2 ,44500 ,05 ,100 ,10 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1967 ,05 ,03 ,2 ,4 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,111.56
06040 ,35 ,1 ,04 ,15 ,03 ,2 ,1544.13 ,1 ,1 ,2 ,2 ,2 ,4500 ,02 ,45 ,0 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1940 ,03 ,07 ,2 ,4 ,8 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1652.13
06041 ,06 ,1 ,04 ,02 ,01 ,2 ,100 ,1 ,1 ,2 ,2 ,2 ,77000 ,06 ,100 ,5 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1840 ,01 ,02 ,1 ,2 ,1 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,106.99
06042 ,02 ,2 ,09 ,11 ,05 ,3 ,6.01 ,1 ,1 ,2 ,2 ,2 ,500001 ,09 ,100 ,100 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1964 ,05 ,11 ,2 ,4 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,6.01
06043 ,29 ,1 ,07 ,05 ,06 ,2 ,100 ,1 ,1 ,1 ,2 ,2 ,186000 ,07 ,100 ,25 ,1 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,7 ,1971 ,06 ,05 ,2 ,3 ,1 ,2 ,10500 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,103.86
06044 ,14 ,1 ,08 ,17 ,08 ,1 ,4.79 ,1 ,1 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
06045 ,10 ,1 ,02 ,12 ,06 ,3 ,2112.75 ,1 ,2 ,1 ,2 ,1 ,4950 ,02 ,100 ,50 ,1 ,2 ,1 ,2 ,2 ,2 ,1 ,2 ,2 ,2 ,2 ,1973 ,06 ,12 ,2 ,4 ,1 ,1 ,1000 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2112.75
06046 ,10 ,1 ,03 ,14 ,05 ,3 ,1200 ,1 ,2 ,1 ,2 ,2 ,5200 ,03 ,100 ,100 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1961 ,05 ,14 ,2 ,3 ,1 ,2 ,500 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1200
06047 ,34 ,2 ,10 ,09 ,07 ,2 ,2 ,1 ,2 ,2 ,2 ,2 ,1700000 ,10 ,100 ,100 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1975 ,07 ,09 ,2 ,4 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2.12
06048 ,08 ,1 ,06 ,07 ,04 ,3 ,400 ,1 ,1 ,2 ,2 ,2 ,61000 ,06 ,100 ,100 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1952 ,04 ,07 ,2 ,4 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,400
06049 ,24 ,1 ,07 ,03 ,05 ,2 ,100 ,1 ,1 ,2 ,1 ,2 ,100001 ,07 ,100 ,75 ,1 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,8 ,1966 ,05 ,03 ,2 ,3 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,103.86
06050 ,32 ,2 ,06 ,11 ,02 ,3 ,2.63 ,1 ,2 ,1 ,2 ,2 ,260000 ,08 ,100 ,70 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,3 ,9999 ,02 ,11 ,2 ,4 ,2 ,1 ,2000 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2.78
06051 ,30 ,1 ,03 ,11 ,03 ,4 ,400 ,1 ,1 ,1 ,2 ,2 ,5300 ,03 ,100 ,20 ,1 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,5 ,9999 ,03 ,11 ,1 ,2 ,2 ,1 ,1470 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,400
06052 ,35 ,1 ,06 ,09 ,01 ,2 ,285.71 ,1 ,1 ,2 ,2 ,2 ,54000 ,06 ,100 ,75 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,4 ,9999 ,01 ,09 ,1 ,2 ,1 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,296.73
06053 ,08 ,1 ,02 ,04 ,05 ,3 ,1294.58 ,1 ,1 ,2 ,2 ,2 ,1800 ,02 ,100 ,100 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1969 ,05 ,04 ,2 ,4 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1294.58
06054 ,29 ,2 ,02 ,09 ,05 ,2 ,1775.13 ,1 ,1 ,2 ,2 ,2 ,1550 ,02 ,100 ,0 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1969 ,05 ,09 ,2 ,4 ,2 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1775.13
06055 ,33 ,2 ,08 ,09 ,03 ,3 ,100 ,1 ,1 ,2 ,1 ,2 ,500001 ,09 ,75 ,60 ,1 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,12 ,1938 ,03 ,09 ,2 ,3 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,100
06056 ,09 ,1 ,05 ,14 ,05 ,2 ,100 ,1 ,1 ,2 ,2 ,2 ,42000 ,05 ,100 ,100 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,4 ,1967 ,05 ,14 ,1 ,2 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,103.86
06057 ,20 ,1 ,05 ,04 ,07 ,4 ,200 ,1 ,1 ,2 ,2 ,2 ,34000 ,05 ,100 ,0 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1977 ,07 ,04 ,2 ,4 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,333.33
06058 ,29 ,1 ,02 ,16 ,03 ,2 ,2000 ,1 ,1 ,2 ,2 ,2 ,990 ,01 ,25 ,25 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,9999 ,03 ,16 ,1 ,2 ,2 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2955.14
06059 ,19 ,1 ,02 ,04 ,03 ,3 ,2090.79 ,1 ,1 ,2 ,2 ,2 ,2000 ,02 ,33 ,33 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,9999 ,03 ,09 ,1 ,2 ,2 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2090.79
06060 ,15 ,1 ,07 ,02 ,07 ,1 ,6 ,1 ,1 ,2 ,2 ,2 ,122000 ,07 ,100 ,100 ,1 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,3 ,1975 ,07 ,02 ,1 ,1 ,1 ,1 ,10000 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,6
06061 ,18 ,1 ,06 ,13 ,05 ,1 ,185.69 ,1 ,2 ,2 ,2 ,2 ,86000 ,06 ,100 ,100 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,11 ,1970 ,05 ,13 ,2 ,3 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,185.69
06062 ,17 ,1 ,03 ,09 ,05 ,1 ,150 ,1 ,1 ,2 ,2 ,2 ,9800 ,03 ,100 ,100 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1969 ,05 ,09 ,2 ,4 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,150
06063 ,14 ,2 ,06 ,03 ,04 ,1 ,500 ,1 ,1 ,2 ,2 ,2 ,69000 ,06 ,100 ,0 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1954 ,04 ,03 ,1 ,1 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,500
06064 ,35 ,1 ,01 ,15 ,08 ,2 ,123.11 ,1 ,2 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
06065 ,31 ,1 ,02 ,09 ,03 ,1 ,1407.06 ,1 ,1 ,2 ,2 ,2 ,2950 ,02 ,0 ,0 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,9999 ,03 ,09 ,2 ,3 ,2 ,1 ,200 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1407.06
06066 ,13 ,2 ,05 ,07 ,08 ,3 ,30.48 ,1 ,1 ,1 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
06067 ,24 ,1 ,06 ,03 ,03 ,2 ,100 ,1 ,2 ,2 ,1 ,2 ,61000 ,06 ,100 ,50 ,1 ,2 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,6 ,1924 ,03 ,03 ,2 ,3 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,103.86
06068 ,01 ,2 ,07 ,17 ,08 ,4 ,5.74 ,1 ,1 ,1 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
06069 ,10 ,1 ,04 ,12 ,07 ,3 ,100 ,1 ,2 ,1 ,2 ,2 ,22250 ,04 ,100 ,100 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1978 ,07 ,12 ,2 ,4 ,2 ,1 ,10000 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,100
06070 ,02 ,2 ,01 ,11 ,05 ,3 ,1027.6 ,1 ,1 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
06071 ,11 ,2 ,04 ,08 ,08 ,4 ,600 ,1 ,1 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
06072 ,19 ,1 ,02 ,11 ,02 ,3 ,1027.6 ,1 ,2 ,1 ,2 ,2 ,1500 ,02 ,25 ,25 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1914 ,02 ,11 ,2 ,3 ,1 ,1 ,150 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1649.95
06073 ,21 ,1 ,07 ,13 ,05 ,3 ,100 ,1 ,1 ,1 ,2 ,2 ,152000 ,07 ,90 ,90 ,1 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,16 ,1964 ,05 ,13 ,1 ,1 ,2 ,1 ,20000 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,100
06074 ,33 ,1 ,02 ,11 ,01 ,3 ,318.57 ,1 ,1 ,2 ,2 ,2 ,1850 ,02 ,75 ,75 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,3 ,9999 ,01 ,11 ,2 ,3 ,2 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,318.57
06075 ,01 ,1 ,04 ,02 ,04 ,4 ,605.26 ,1 ,1 ,2 ,2 ,2 ,10500 ,04 ,100 ,0 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,9999 ,04 ,02 ,2 ,3 ,8 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,675.56
06076 ,13 ,2 ,06 ,07 ,06 ,3 ,189.91 ,1 ,2 ,2 ,2 ,1 ,81000 ,06 ,100 ,6 ,1 ,2 ,1 ,2 ,2 ,2 ,1 ,2 ,2 ,2 ,2 ,1973 ,06 ,07 ,2 ,4 ,2 ,1 ,300 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,189.91
06077 ,33 ,2 ,04 ,17 ,04 ,3 ,146.27 ,1 ,2 ,2 ,1 ,2 ,20500 ,04 ,100 ,0 ,1 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1948 ,04 ,07 ,2 ,3 ,1 ,0 ,  ,2 ,2 ,1 ,1 ,2 ,2 ,2 ,2 ,146.27
06078 ,32 ,1 ,02 ,14 ,04 ,3 ,1200 ,1 ,2 ,2 ,2 ,1 ,3100 ,02 ,100 ,75 ,1 ,2 ,1 ,2 ,2 ,2 ,1 ,2 ,2 ,2 ,1 ,9999 ,04 ,14 ,2 ,4 ,2 ,2 ,1500 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1200
06079 ,17 ,2 ,02 ,09 ,03 ,1 ,1407.06 ,1 ,1 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
06080 ,01 ,1 ,02 ,07 ,08 ,4 ,7.9 ,1 ,2 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
06081 ,32 ,1 ,02 ,15 ,05 ,3 ,1604.43 ,1 ,2 ,2 ,2 ,2 ,260 ,01 ,100 ,100 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,9999 ,05 ,11 ,2 ,4 ,2 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1604.43
06082 ,22 ,1 ,04 ,11 ,07 ,4 ,1025 ,1 ,1 ,2 ,2 ,2 ,16000 ,04 ,100 ,100 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1979 ,07 ,11 ,2 ,4 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1025
06083 ,13 ,2 ,06 ,07 ,08 ,3 ,32.95 ,1 ,1 ,2 ,2 ,1 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
06084 ,17 ,1 ,07 ,15 ,08 ,1 ,25.82 ,1 ,1 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
06085 ,15 ,2 ,06 ,13 ,05 ,1 ,100 ,1 ,2 ,2 ,2 ,2 ,85000 ,06 ,100 ,0 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,4 ,1966 ,05 ,14 ,1 ,2 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,100
06086 ,13 ,2 ,02 ,15 ,06 ,3 ,2000 ,1 ,2 ,2 ,2 ,2 ,590 ,01 ,0 ,0 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,9999 ,06 ,15 ,2 ,4 ,2 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2000
06087 ,27 ,1 ,06 ,03 ,04 ,3 ,2105.36 ,1 ,1 ,2 ,2 ,2 ,60000 ,06 ,100 ,100 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1954 ,04 ,03 ,2 ,4 ,1 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2105.36
06088 ,23 ,2 ,04 ,12 ,03 ,1 ,500 ,1 ,1 ,2 ,2 ,2 ,11250 ,04 ,95 ,50 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,3 ,1928 ,03 ,12 ,1 ,2 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,500
06089 ,05 ,2 ,08 ,15 ,08 ,2 ,7.36 ,1 ,1 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
06090 ,01 ,1 ,01 ,11 ,05 ,4 ,1500 ,1 ,2 ,2 ,2 ,1 ,790 ,01 ,100 ,50 ,1 ,2 ,2 ,2 ,2 ,2 ,1 ,2 ,2 ,2 ,1 ,1967 ,05 ,11 ,2 ,4 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1500
06091 ,25 ,1 ,01 ,15 ,03 ,3 ,1200 ,1 ,1 ,2 ,2 ,2 ,590 ,01 ,100 ,0 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1936 ,03 ,15 ,2 ,4 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1200
06092 ,06 ,1 ,04 ,02 ,01 ,2 ,2444 ,1 ,1 ,2 ,2 ,2 ,12250 ,04 ,100 ,0 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,3 ,1840 ,01 ,02 ,2 ,3 ,2 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2614.96
06093 ,29 ,1 ,04 ,07 ,03 ,2 ,500 ,1 ,1 ,2 ,2 ,2 ,20250 ,04 ,100 ,5 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,9999 ,03 ,07 ,2 ,4 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,534.97
06094 ,29 ,2 ,05 ,07 ,08 ,2 ,2.71 ,1 ,1 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
06095 ,20 ,1 ,04 ,02 ,04 ,4 ,500 ,1 ,2 ,1 ,2 ,2 ,74000 ,06 ,95 ,75 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1949 ,04 ,02 ,2 ,4 ,2 ,1 ,800 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,500
06096 ,37 ,1 ,06 ,14 ,05 ,2 ,100 ,1 ,1 ,2 ,2 ,2 ,500001 ,09 ,100 ,90 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,16 ,9999 ,05 ,14 ,1 ,2 ,1 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,103.86
06097 ,29 ,2 ,08 ,08 ,07 ,2 ,6.4 ,1 ,1 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
06098 ,01 ,2 ,05 ,17 ,05 ,4 ,122.77 ,1 ,1 ,2 ,2 ,2 ,6500 ,03 ,100 ,20 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1968 ,05 ,09 ,1 ,2 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,122.77
06099 ,29 ,2 ,04 ,03 ,08 ,2 ,53.52 ,1 ,1 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
06100 ,23 ,2 ,05 ,09 ,07 ,1 ,100 ,1 ,2 ,2 ,2 ,2 ,47000 ,05 ,100 ,0 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1974 ,07 ,09 ,2 ,4 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,100
06101 ,29 ,1 ,06 ,09 ,04 ,2 ,164.06 ,1 ,1 ,2 ,2 ,2 ,25500 ,05 ,100 ,10 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,9999 ,04 ,09 ,2 ,4 ,1 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,170.39
06102 ,15 ,2 ,02 ,09 ,05 ,1 ,1926.28 ,1 ,1 ,2 ,2 ,2 ,4550 ,02 ,100 ,0 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1970 ,05 ,09 ,2 ,4 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1926.28
06103 ,08 ,2 ,05 ,14 ,08 ,3 ,54.79 ,1 ,1 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
06104 ,23 ,1 ,08 ,03 ,07 ,1 ,6 ,1 ,2 ,1 ,2 ,2 ,380000 ,08 ,100 ,100 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1977 ,07 ,03 ,2 ,4 ,2 ,2 ,30000 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,6.38
06105 ,33 ,2 ,07 ,11 ,08 ,3 ,6.86 ,1 ,2 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
06106 ,35 ,1 ,07 ,05 ,07 ,2 ,1205.64 ,1 ,1 ,1 ,2 ,2 ,79000 ,06 ,100 ,100 ,1 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1975 ,07 ,05 ,1 ,1 ,1 ,1 ,1000 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1252.13
