BLDGID2  ,STR402   ,PAIR402  ,SQFTC2   ,BCWM2C   ,YRCONC2C ,REGION2  ,XSECWT2  ,ELSUPL2N ,NGSUPL2N ,FKSUPL2N ,STSUPL2N ,PRSUPL2N ,SQFT1T   ,SQFTC1T  ,HEATP1T  ,COOLP1T  ,ELUSED1T ,NGUSED1T ,FKUSED1T ,STUSED1T ,CWUSED1T ,COUSED1T ,PRUSED1T ,HWUSED1T ,WOUSED1T ,SOUSED1T ,NFLOOR1T ,YRCON1T  ,YRCONC1T ,BCWM1T   ,GLASP1T  ,GLASPC1T ,GLASS1T  ,NTANKS1T ,TOTCAP1T ,IMPSF1T  ,IMPNOF1T ,IMPYR1T  ,IMPYRC1T ,IMPPG1T  ,IMPPGC1T ,IMPNFT1T ,IMPCAP1T ,LONGWT2  
01296 ,09 ,1 ,02 ,07 ,08 ,2 ,185.98 ,1 ,1 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
01297 ,09 ,1 ,05 ,07 ,05 ,2 ,108.05 ,1 ,1 ,2 ,2 ,1 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
01298 ,22 ,1 ,09 ,11 ,07 ,4 ,6 ,1 ,1 ,2 ,2 ,2 ,600000 ,09 ,100 ,100 ,1 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,7 ,1974 ,07 ,11 ,1 ,2 ,1 ,1 ,2000 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,6
01299 ,06 ,2 ,08 ,05 ,06 ,2 ,12 ,1 ,1 ,1 ,2 ,2 ,280000 ,08 ,100 ,75 ,1 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,9 ,1972 ,06 ,05 ,2 ,3 ,1 ,3 ,32000 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,12.46
01300 ,13 ,1 ,02 ,11 ,05 ,3 ,1000 ,1 ,2 ,2 ,2 ,2 ,1800 ,02 ,75 ,100 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1969 ,05 ,11 ,2 ,4 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2000
01301 ,18 ,1 ,03 ,11 ,01 ,1 ,1136.36 ,1 ,1 ,2 ,2 ,2 ,6600 ,03 ,85 ,85 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,4 ,1870 ,01 ,11 ,2 ,3 ,2 ,2 ,500 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1136.36
01302 ,15 ,1 ,08 ,09 ,08 ,1 ,20.2 ,1 ,1 ,1 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
01303 ,31 ,2 ,02 ,04 ,04 ,1 ,950.68 ,1 ,1 ,2 ,2 ,2 ,1450 ,02 ,100 ,75 ,1 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,3 ,9999 ,04 ,04 ,2 ,4 ,2 ,1 ,275 ,1 ,2 ,2 ,1 ,2 ,2 ,2 ,2 ,950.68
01304 ,01 ,1 ,02 ,04 ,04 ,4 ,1290.57 ,1 ,1 ,2 ,2 ,2 ,2750 ,02 ,50 ,50 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1948 ,04 ,04 ,2 ,4 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1290.57
01305 ,27 ,1 ,07 ,15 ,08 ,3 ,22.33 ,1 ,1 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
01306 ,20 ,2 ,02 ,04 ,07 ,4 ,1200 ,1 ,1 ,2 ,2 ,2 ,1950 ,02 ,100 ,100 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1978 ,07 ,04 ,2 ,4 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1200
01307 ,00 ,0 ,08 ,11 ,07 ,3 ,1 ,1 ,2 ,2 ,2 ,2 ,500000 ,08 ,49 ,49 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,5 ,1976 ,07 ,11 ,2 ,3 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1
01308 ,15 ,1 ,07 ,16 ,08 ,1 ,20 ,1 ,1 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
01309 ,19 ,1 ,04 ,02 ,01 ,3 ,500 ,1 ,2 ,1 ,2 ,2 ,10000 ,03 ,100 ,100 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1887 ,01 ,02 ,2 ,3 ,1 ,4 ,2200 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,500
01310 ,19 ,1 ,02 ,01 ,06 ,3 ,2000 ,1 ,2 ,2 ,2 ,1 ,1200 ,02 ,100 ,0 ,1 ,2 ,2 ,2 ,2 ,2 ,1 ,2 ,2 ,2 ,1 ,1971 ,06 ,01 ,1 ,1 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2000
01311 ,26 ,1 ,03 ,13 ,02 ,1 ,105.81 ,1 ,1 ,2 ,1 ,2 ,8000 ,03 ,100 ,0 ,1 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,16 ,1919 ,02 ,13 ,2 ,4 ,1 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,113.76
01312 ,35 ,1 ,04 ,02 ,06 ,2 ,400 ,1 ,1 ,2 ,2 ,2 ,16000 ,04 ,100 ,100 ,1 ,2 ,2 ,2 ,2 ,2 ,1 ,2 ,2 ,2 ,1 ,1973 ,06 ,02 ,2 ,4 ,8 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,427.98
01313 ,02 ,2 ,01 ,04 ,02 ,3 ,1224.14 ,1 ,1 ,2 ,2 ,2 ,950 ,01 ,100 ,0 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,9999 ,02 ,04 ,2 ,4 ,2 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1224.14
01314 ,18 ,1 ,05 ,11 ,08 ,1 ,99 ,1 ,1 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
01315 ,35 ,1 ,03 ,09 ,06 ,2 ,1500 ,1 ,1 ,2 ,2 ,2 ,8700 ,03 ,100 ,25 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1972 ,06 ,09 ,2 ,4 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1584.29
01316 ,29 ,2 ,04 ,03 ,05 ,2 ,400 ,1 ,2 ,2 ,2 ,2 ,17250 ,04 ,100 ,100 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1964 ,05 ,03 ,1 ,2 ,1 ,0 ,  ,1 ,2 ,1 ,1 ,2 ,2 ,2 ,2 ,427.98
01317 ,30 ,1 ,02 ,09 ,07 ,4 ,1106.22 ,1 ,2 ,2 ,2 ,1 ,3350 ,02 ,75 ,0 ,1 ,2 ,2 ,2 ,2 ,2 ,1 ,2 ,2 ,2 ,1 ,1976 ,07 ,09 ,2 ,4 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1237.98
01318 ,26 ,2 ,05 ,15 ,08 ,1 ,272.23 ,1 ,1 ,1 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
01319 ,15 ,2 ,03 ,09 ,03 ,1 ,1500 ,1 ,1 ,2 ,2 ,2 ,9300 ,03 ,100 ,41 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,9999 ,03 ,09 ,2 ,4 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1709.86
01320 ,35 ,1 ,02 ,02 ,01 ,2 ,2449.94 ,1 ,2 ,2 ,2 ,1 ,3350 ,02 ,80 ,25 ,1 ,2 ,1 ,2 ,2 ,2 ,1 ,2 ,2 ,2 ,3 ,1860 ,01 ,02 ,2 ,4 ,2 ,1 ,275 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2449.94
01321 ,20 ,2 ,02 ,11 ,05 ,4 ,1000 ,1 ,1 ,2 ,2 ,2 ,4450 ,02 ,90 ,90 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1970 ,05 ,11 ,2 ,4 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1065.46
01322 ,33 ,2 ,08 ,15 ,05 ,3 ,141.74 ,1 ,2 ,2 ,1 ,2 ,495000 ,08 ,0 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1967 ,05 ,15 ,2 ,4 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,141.74
01323 ,20 ,1 ,02 ,04 ,03 ,4 ,2553.84 ,1 ,1 ,2 ,2 ,2 ,2850 ,02 ,5 ,50 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,9999 ,03 ,04 ,2 ,3 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2553.84
01324 ,11 ,2 ,02 ,11 ,05 ,4 ,1000 ,1 ,1 ,2 ,2 ,2 ,5000 ,02 ,90 ,50 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1965 ,05 ,11 ,2 ,4 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1065.46
01325 ,08 ,1 ,05 ,17 ,08 ,3 ,24.07 ,1 ,1 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
01326 ,24 ,1 ,02 ,04 ,02 ,2 ,1359.82 ,1 ,1 ,2 ,2 ,2 ,4600 ,02 ,100 ,0 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,9999 ,02 ,04 ,2 ,4 ,1 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1390.59
01327 ,08 ,1 ,02 ,03 ,03 ,3 ,11.97 ,1 ,2 ,2 ,2 ,2 ,19250 ,04 ,90 ,90 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,3 ,9999 ,03 ,03 ,2 ,4 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,11.97
01328 ,13 ,1 ,01 ,09 ,05 ,3 ,2017.4 ,1 ,2 ,1 ,2 ,2 ,790 ,01 ,15 ,0 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1961 ,05 ,09 ,2 ,4 ,2 ,1 ,1000 ,1 ,2 ,1 ,1 ,2 ,2 ,2 ,2 ,2017.4
01329 ,19 ,1 ,02 ,14 ,07 ,3 ,1200 ,1 ,1 ,2 ,2 ,1 ,1700 ,02 ,100 ,100 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1974 ,07 ,14 ,2 ,4 ,2 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1200
01330 ,14 ,1 ,04 ,09 ,01 ,1 ,1500 ,1 ,2 ,1 ,2 ,2 ,11250 ,04 ,70 ,60 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,4 ,1890 ,01 ,13 ,2 ,3 ,2 ,1 ,1000 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1500
01331 ,33 ,1 ,02 ,11 ,01 ,3 ,970.76 ,1 ,1 ,1 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
01332 ,18 ,1 ,07 ,11 ,03 ,1 ,112.93 ,1 ,1 ,2 ,2 ,2 ,146000 ,07 ,100 ,45 ,1 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,4 ,1929 ,03 ,11 ,1 ,2 ,2 ,1 ,12000 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,112.93
01333 ,29 ,2 ,03 ,12 ,06 ,2 ,2000 ,1 ,1 ,2 ,2 ,2 ,9100 ,03 ,100 ,100 ,1 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1971 ,06 ,12 ,2 ,4 ,1 ,1 ,250 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2112.39
01334 ,15 ,1 ,03 ,02 ,04 ,1 ,1000 ,1 ,1 ,2 ,2 ,2 ,8900 ,03 ,95 ,0 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1955 ,04 ,02 ,2 ,4 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1000
01335 ,15 ,1 ,08 ,05 ,06 ,1 ,6.02 ,1 ,1 ,2 ,2 ,2 ,460000 ,08 ,100 ,60 ,1 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,5 ,1973 ,06 ,05 ,2 ,3 ,1 ,1 ,10000 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,6.4
01336 ,15 ,1 ,08 ,03 ,04 ,1 ,11.99 ,1 ,1 ,2 ,2 ,2 ,235000 ,08 ,100 ,10 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,3 ,1952 ,04 ,03 ,2 ,4 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,12.76
01337 ,35 ,1 ,06 ,14 ,05 ,2 ,230.77 ,1 ,1 ,2 ,2 ,2 ,78000 ,06 ,100 ,1 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1963 ,05 ,14 ,2 ,3 ,1 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,239.67
01338 ,18 ,2 ,08 ,11 ,07 ,1 ,6.89 ,1 ,2 ,2 ,2 ,2 ,495000 ,08 ,75 ,75 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,6 ,1974 ,07 ,11 ,1 ,2 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,7.33
01339 ,16 ,2 ,02 ,11 ,04 ,4 ,142.86 ,1 ,1 ,2 ,2 ,2 ,2050 ,02 ,100 ,100 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,9999 ,04 ,11 ,1 ,1 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,152.21
01340 ,30 ,1 ,01 ,16 ,04 ,4 ,2000 ,2 ,2 ,2 ,2 ,2 ,290 ,01 ,0 ,0 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1950 ,04 ,16 ,2 ,4 ,2 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2000
01341 ,27 ,1 ,06 ,11 ,08 ,3 ,58.6 ,1 ,1 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
01342 ,32 ,1 ,03 ,17 ,08 ,3 ,225.81 ,1 ,1 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
01343 ,08 ,2 ,09 ,09 ,07 ,3 ,38.16 ,1 ,1 ,2 ,2 ,2 ,600000 ,09 ,14 ,100 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1979 ,07 ,09 ,2 ,4 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,38.16
01344 ,36 ,1 ,10 ,11 ,05 ,1 ,6 ,1 ,1 ,1 ,1 ,2 ,1800000 ,10 ,100 ,100 ,1 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,46 ,1965 ,05 ,11 ,2 ,4 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,6
01345 ,10 ,1 ,05 ,15 ,07 ,3 ,500 ,1 ,2 ,1 ,2 ,2 ,25500 ,05 ,100 ,0 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1974 ,07 ,15 ,2 ,4 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,500
01346 ,24 ,2 ,08 ,08 ,04 ,2 ,12 ,1 ,2 ,2 ,1 ,2 ,500001 ,09 ,100 ,25 ,1 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,16 ,1954 ,04 ,08 ,2 ,3 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,12.47
01347 ,13 ,1 ,08 ,07 ,02 ,3 ,15.66 ,1 ,1 ,1 ,2 ,2 ,355000 ,08 ,95 ,95 ,1 ,2 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1917 ,02 ,07 ,2 ,4 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,15.66
01348 ,10 ,1 ,01 ,14 ,04 ,3 ,1200 ,1 ,2 ,2 ,2 ,2 ,1050 ,02 ,0 ,0 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1949 ,04 ,14 ,2 ,4 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1200
01349 ,11 ,2 ,06 ,05 ,07 ,4 ,100 ,1 ,1 ,2 ,2 ,2 ,66000 ,06 ,80 ,80 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,3 ,1974 ,07 ,05 ,2 ,3 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,100
01350 ,06 ,2 ,01 ,09 ,04 ,2 ,2871.91 ,1 ,1 ,2 ,2 ,2 ,980 ,01 ,100 ,100 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1949 ,04 ,09 ,2 ,3 ,8 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,3538.26
01351 ,14 ,1 ,04 ,09 ,07 ,1 ,813.78 ,1 ,2 ,1 ,2 ,2 ,12000 ,04 ,100 ,10 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1 ,1979 ,07 ,09 ,2 ,4 ,1 ,1 ,2000 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,813.78
01352 ,08 ,1 ,06 ,14 ,05 ,3 ,100 ,1 ,1 ,1 ,2 ,2 ,83000 ,06 ,80 ,80 ,1 ,1 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,12 ,1963 ,05 ,14 ,2 ,4 ,1 ,1 ,10000 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,100
01353 ,10 ,1 ,04 ,11 ,07 ,3 ,17.89 ,1 ,2 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
01354 ,29 ,1 ,06 ,02 ,05 ,2 ,100 ,1 ,1 ,2 ,2 ,2 ,74000 ,06 ,100 ,100 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1964 ,05 ,02 ,2 ,4 ,2 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,103.86
01355 ,15 ,1 ,04 ,02 ,03 ,1 ,400 ,1 ,2 ,1 ,2 ,2 ,11500 ,04 ,100 ,100 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1935 ,03 ,02 ,2 ,4 ,2 ,1 ,500 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1 ,400
01356 ,19 ,2 ,01 ,09 ,04 ,3 ,283.07 ,1 ,1 ,2 ,2 ,2 ,160 ,01 ,100 ,100 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,9999 ,04 ,09 ,2 ,3 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,283.07
01357 ,33 ,1 ,02 ,11 ,01 ,3 ,1200 ,1 ,1 ,2 ,2 ,2 ,1200 ,02 ,100 ,100 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1800 ,01 ,11 ,2 ,3 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2364.91
01358 ,03 ,1 ,08 ,11 ,04 ,2 ,12 ,1 ,1 ,2 ,1 ,2 ,250000 ,08 ,100 ,8 ,1 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,5 ,1948 ,04 ,11 ,2 ,3 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,12.46
01359 ,29 ,2 ,09 ,03 ,03 ,2 ,12.01 ,1 ,1 ,1 ,2 ,2 ,250000 ,08 ,100 ,25 ,1 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,4 ,1927 ,03 ,03 ,2 ,3 ,1 ,2 ,40000 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,12.76
01360 ,13 ,1 ,06 ,15 ,02 ,3 ,20.76 ,1 ,2 ,2 ,2 ,2 ,53000 ,06 ,0 ,0 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,3 ,9999 ,02 ,15 ,2 ,4 ,9 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,20.76
01361 ,22 ,2 ,09 ,14 ,06 ,4 ,6 ,1 ,1 ,1 ,2 ,2 ,325000 ,08 ,100 ,100 ,1 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,23 ,1973 ,06 ,14 ,2 ,3 ,1 ,1 ,6000 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,6
01362 ,32 ,1 ,09 ,05 ,06 ,3 ,5.99 ,1 ,1 ,1 ,1 ,2 ,800000 ,09 ,99 ,97 ,1 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,14 ,1971 ,06 ,05 ,2 ,4 ,1 ,4 ,98000 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,5.99
01363 ,35 ,1 ,02 ,11 ,01 ,2 ,1175.67 ,1 ,1 ,2 ,2 ,2 ,2550 ,02 ,100 ,50 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,3 ,9999 ,01 ,11 ,2 ,4 ,1 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1529.46
01364 ,08 ,1 ,05 ,17 ,01 ,3 ,11.98 ,1 ,1 ,2 ,1 ,2 ,28500 ,05 ,2 ,2 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,4 ,9999 ,01 ,07 ,2 ,4 ,1 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,11.98
01365 ,24 ,1 ,06 ,03 ,05 ,2 ,100 ,1 ,1 ,2 ,1 ,2 ,65000 ,06 ,100 ,100 ,1 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,6 ,1969 ,05 ,03 ,2 ,3 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,103.86
01366 ,13 ,2 ,02 ,16 ,05 ,3 ,500 ,1 ,2 ,2 ,2 ,2 ,2950 ,02 ,34 ,0 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,2 ,2 ,1962 ,05 ,16 ,2 ,4 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,711.27
01367 ,18 ,1 ,07 ,17 ,01 ,1 ,110.96 ,1 ,1 ,2 ,2 ,2 ,39500 ,05 ,100 ,0 ,1 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,6 ,1900 ,01 ,17 ,2 ,4 ,2 ,1 ,10000 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,172.71
01368 ,24 ,2 ,03 ,12 ,05 ,2 ,500 ,1 ,1 ,2 ,2 ,2 ,8100 ,03 ,100 ,35 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1968 ,05 ,12 ,2 ,4 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,528.1
01369 ,14 ,1 ,02 ,11 ,05 ,1 ,1303.35 ,1 ,2 ,1 ,2 ,2 ,2400 ,02 ,60 ,60 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1969 ,05 ,11 ,2 ,4 ,2 ,1 ,1000 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1303.35
01370 ,03 ,2 ,03 ,03 ,04 ,2 ,1200 ,1 ,1 ,2 ,2 ,2 ,8400 ,03 ,100 ,10 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1951 ,04 ,03 ,2 ,3 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1267.43
01371 ,01 ,1 ,04 ,15 ,04 ,4 ,383.13 ,1 ,1 ,2 ,2 ,2 ,14750 ,04 ,5 ,5 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1960 ,04 ,15 ,2 ,4 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,383.13
