"State","MSN","2014"
"MO","CLTCB",780707.00
"MO","CLTCD",2.02
"MO","CLTCP",44231.00
"MO","CLTCV",1578.10
"MS","CLACB",0.00
"MS","CLACD",0.00
"MS","CLACP",0.00
"MS","CLACV",0.00
"MS","CLCCB",0.00
"MS","CLCCD",0.00
"MS","CLCCP",0.00
"MS","CLCCV",0.00
"MS","CLEIB",114021.00
"MS","CLEID",3.27
"MS","CLEIP",6550.00
"MS","CLEIV",372.30
"MS","CLICB",2516.00
"MS","CLICD",4.24
"MS","CLICP",110.00
"MS","CLICV",10.70
"MS","CLRCB",0.00
"MS","CLRCD",0.00
"MS","CLRCP",0.00
"MS","CLRCV",0.00
"MS","CLTCB",116537.00
"MS","CLTCD",3.29
"MS","CLTCP",6660.00
"MS","CLTCV",383.00
"MT","CLACB",0.00
"MT","CLACD",0.00
"MT","CLACP",0.00
"MT","CLACV",0.00
"MT","CLCCB",23.00
"MT","CLCCD",3.02
"MT","CLCCP",1.00
"MT","CLCCV",0.10
"MT","CLEIB",170478.00
"MT","CLEID",1.82
"MT","CLEIP",10180.00
"MT","CLEIV",310.60
"MT","CLICB",4856.00
"MT","CLICD",2.34
"MT","CLICP",281.00
"MT","CLICV",11.40
"MT","CLRCB",0.00
"MT","CLRCD",0.00
"MT","CLRCP",0.00
"MT","CLRCV",0.00
"MT","CLTCB",175357.00
"MT","CLTCD",1.84
"MT","CLTCP",10462.00
"MT","CLTCV",322.10
"NC","CLACB",0.00
"NC","CLACD",0.00
"NC","CLACP",0.00
"NC","CLACV",0.00
"NC","CLCCB",3954.00
"NC","CLCCD",5.06
"NC","CLCCP",150.00
"NC","CLCCV",20.00
"NC","CLEIB",481875.00
"NC","CLEID",3.58
"NC","CLEIP",19539.00
"NC","CLEIV",1723.70
"NC","CLICB",15763.00
"NC","CLICD",3.89
"NC","CLICP",592.00
"NC","CLICV",61.30
"NC","CLRCB",0.00
"NC","CLRCD",0.00
"NC","CLRCP",0.00
"NC","CLRCV",0.00
"NC","CLTCB",501592.00
"NC","CLTCD",3.60
"NC","CLTCP",20282.00
"NC","CLTCV",1805.00
"ND","CLACB",0.00
"ND","CLACD",0.00
"ND","CLACP",0.00
"ND","CLACV",0.00
"ND","CLCCB",1279.00
"ND","CLCCD",3.13
"ND","CLCCP",74.00
"ND","CLCCV",4.00
"ND","CLEIB",304585.00
"ND","CLEID",1.53
"ND","CLEIP",22289.00
"ND","CLEIV",465.20
"ND","CLICB",93331.00
"ND","CLICD",4.25
"ND","CLICP",6452.00
"ND","CLICV",396.80
"ND","CLRCB",0.00
"ND","CLRCD",0.00
"ND","CLRCP",0.00
"ND","CLRCV",0.00
"ND","CLTCB",399195.00
"ND","CLTCD",2.17
"ND","CLTCP",28816.00
"ND","CLTCV",866.00
"NE","CLACB",0.00
"NE","CLACD",0.00
"NE","CLACP",0.00
"NE","CLACV",0.00
"NE","CLCCB",0.00
"NE","CLCCD",0.00
"NE","CLCCP",0.00
"NE","CLCCV",0.00
"NE","CLEIB",254573.00
"NE","CLEID",1.40
"NE","CLEIP",15036.00
"NE","CLEIV",355.50
"NE","CLICB",21971.00
"NE","CLICD",1.82
"NE","CLICP",1217.00
"NE","CLICV",40.10
"NE","CLRCB",0.00
"NE","CLRCD",0.00
"NE","CLRCP",0.00
"NE","CLRCV",0.00
"NE","CLTCB",276544.00
"NE","CLTCD",1.43
"NE","CLTCP",16253.00
"NE","CLTCV",395.50
"NH","CLACB",0.00
"NH","CLACD",0.00
"NH","CLACP",0.00
"NH","CLACV",0.00
"NH","CLCCB",0.00
"NH","CLCCD",0.00
"NH","CLCCP",0.00
"NH","CLCCV",0.00
"NH","CLEIB",14867.00
"NH","CLEID",4.27
"NH","CLEIP",544.00
"NH","CLEIV",63.50
"NH","CLICB",0.00
"NH","CLICD",0.00
"NH","CLICP",0.00
"NH","CLICV",0.00
"NH","CLRCB",0.00
"NH","CLRCD",0.00
"NH","CLRCP",0.00
"NH","CLRCV",0.00
"NH","CLTCB",14867.00
"NH","CLTCD",4.27
"NH","CLTCP",544.00
"NH","CLTCV",63.50
"NJ","CLACB",0.00
"NJ","CLACD",0.00
"NJ","CLACP",0.00
"NJ","CLACV",0.00
"NJ","CLCCB",0.00
"NJ","CLCCD",0.00
"NJ","CLCCP",0.00
"NJ","CLCCV",0.00
"NJ","CLEIB",30731.00
"NJ","CLEID",3.95
"NJ","CLEIP",1214.00
"NJ","CLEIV",121.30
"NJ","CLICB",0.00
"NJ","CLICD",0.00
"NJ","CLICP",0.00
"NJ","CLICV",0.00
"NJ","CLRCB",0.00
"NJ","CLRCD",0.00
"NJ","CLRCP",0.00
"NJ","CLRCV",0.00
"NJ","CLTCB",30731.00
"NJ","CLTCD",3.95
"NJ","CLTCP",1214.00
"NJ","CLTCV",121.30
"NM","CLACB",0.00
"NM","CLACD",0.00
"NM","CLACP",0.00
"NM","CLACV",0.00
"NM","CLCCB",0.00
"NM","CLCCD",0.00
"NM","CLCCP",0.00
"NM","CLCCV",0.00
"NM","CLEIB",213898.00
"NM","CLEID",3.78
"NM","CLEIP",11913.00
"NM","CLEIV",808.40
"NM","CLICB",1450.00
"NM","CLICD",2.76
"NM","CLICP",60.00
"NM","CLICV",4.00
"NM","CLRCB",0.00
"NM","CLRCD",0.00
"NM","CLRCP",0.00
"NM","CLRCV",0.00
"NM","CLTCB",215348.00
"NM","CLTCD",3.77
"NM","CLTCP",11973.00
"NM","CLTCV",812.40
"NV","CLACB",0.00
"NV","CLACD",0.00
"NV","CLACP",0.00
"NV","CLACV",0.00
"NV","CLCCB",0.00
"NV","CLCCD",0.00
"NV","CLCCP",0.00
"NV","CLCCV",0.00
"NV","CLEIB",71910.00
"NV","CLEID",2.48
"NV","CLEIP",3446.00
"NV","CLEIV",178.60
"NV","CLICB",7320.00
"NV","CLICD",3.28
"NV","CLICP",331.00
"NV","CLICV",24.00
"NV","CLRCB",0.00
"NV","CLRCD",0.00
"NV","CLRCP",0.00
"NV","CLRCV",0.00
"NV","CLTCB",79230.00
"NV","CLTCD",2.56
"NV","CLTCP",3777.00
"NV","CLTCV",202.60
"NY","CLACB",0.00
"NY","CLACD",0.00
"NY","CLACP",0.00
"NY","CLACV",0.00
"NY","CLCCB",0.00
"NY","CLCCD",0.00
"NY","CLCCP",0.00
"NY","CLCCV",0.00
"NY","CLEIB",45942.00
"NY","CLEID",3.03
"NY","CLEIP",2154.00
"NY","CLEIV",139.10
"NY","CLICB",18713.00
"NY","CLICD",4.24
"NY","CLICP",714.00
"NY","CLICV",79.30
"NY","CLRCB",0.00
"NY","CLRCD",0.00
"NY","CLRCP",0.00
"NY","CLRCV",0.00
"NY","CLTCB",64655.00
"NY","CLTCD",3.38
"NY","CLTCP",2867.00
"NY","CLTCV",218.40
"OH","CLACB",0.00
"OH","CLACD",0.00
"OH","CLACP",0.00
"OH","CLACV",0.00
"OH","CLCCB",3538.00
"OH","CLCCD",4.34
"OH","CLCCP",133.00
"OH","CLCCV",15.30
"OH","CLEIB",917014.00
"OH","CLEID",2.16
"OH","CLEIP",38417.00
"OH","CLEIV",1981.80
"OH","CLICB",136824.00
"OH","CLICD",4.17
"OH","CLICP",5035.00
"OH","CLICV",570.60
"OH","CLRCB",0.00
"OH","CLRCD",0.00
"OH","CLRCP",0.00
"OH","CLRCV",0.00
"OH","CLTCB",1057377.00
"OH","CLTCD",2.43
"OH","CLTCP",43585.00
"OH","CLTCV",2567.70
"OK","CLACB",0.00
"OK","CLACD",0.00
"OK","CLACP",0.00
"OK","CLACV",0.00
"OK","CLCCB",0.00
"OK","CLCCD",0.00
"OK","CLCCP",0.00
"OK","CLCCV",0.00
"OK","CLEIB",322770.00
"OK","CLEID",1.96
"OK","CLEIP",18743.00
"OK","CLEIV",634.10
"OK","CLICB",13311.00
"OK","CLICD",3.45
"OK","CLICP",691.00
"OK","CLICV",45.90
"OK","CLRCB",0.00
"OK","CLRCD",0.00
"OK","CLRCP",0.00
"OK","CLRCV",0.00
"OK","CLTCB",336080.00
"OK","CLTCD",2.02
"OK","CLTCP",19434.00
"OK","CLTCV",680.00
"OR","CLACB",0.00
"OR","CLACD",0.00
"OR","CLACP",0.00
"OR","CLACV",0.00
"OR","CLCCB",0.00
"OR","CLCCD",0.00
"OR","CLCCP",0.00
"OR","CLCCV",0.00
"OR","CLEIB",31705.00
"OR","CLEID",2.49
"OR","CLEIP",1853.00
"OR","CLEIV",78.90
"OR","CLICB",2534.00
"OR","CLICD",3.32
"OR","CLICP",109.00
"OR","CLICV",8.40
"OR","CLRCB",0.00
"OR","CLRCD",0.00
"OR","CLRCP",0.00
"OR","CLRCV",0.00
"OR","CLTCB",34238.00
"OR","CLTCD",2.55
"OR","CLTCP",1963.00
"OR","CLTCV",87.30
"PA","CLACB",0.00
"PA","CLACD",0.00
"PA","CLACP",0.00
"PA","CLACV",0.00
"PA","CLCCB",3082.00
"PA","CLCCD",4.36
"PA","CLCCP",117.00
"PA","CLCCV",13.40
"PA","CLEIB",814266.00
"PA","CLEID",2.51
"PA","CLEIP",38307.00
