"Area","Product","October_2016","November_2016","YTD_2015","YTD_2016","PctChgMonthAgo","PctChgYearAgo","PctChg_YTD"
"Mississippi","Kerosene-Type Jet Fu",48650,53008,371617,552403,12.6,-13.2,48.2
"Mississippi","Kerosene","W","W","W","W","W","W","NA"
"Mississippi","Propane",6417,8303,111113,83416,33.7,-13.7,-25.2
"Mississippi","Residual Fuel Oil","W","W","W","W","W","W","NA"
"Mississippi","Sulfur Content  <= 1","-","-","W","-","-","-","NA"
"Mississippi","Sulfur Content  > 1","W","W","W","W","W","W","NA"
"New Mexico","Motor Gasoline",85453,77754,873003,904081,-6.0,10.8,3.3
"New Mexico","Regular",73273,66613,748503,771848,-6.1,11.4,2.8
"New Mexico","Conventional",73273,66613,748503,771848,-6.1,11.4,2.8
"New Mexico","Reformulated","-","-","-","-","-","-","-"
"New Mexico","Midgrade",2898,2671,26313,"W",-4.8,5.0,"NA"
"New Mexico","Conventional",2898,2671,26313,"W",-4.8,5.0,"NA"
"New Mexico","Reformulated","-","-","-","-","-","-","-"
"New Mexico","Premium",9282,8470,98187,102614,-5.7,7.7,4.2
"New Mexico","Conventional",9282,8470,98187,102614,-5.7,7.7,4.2
"New Mexico","Reformulated","-","-","-","-","-","-","-"
"New Mexico","Total Distillate","W","W","W","W","W","W","W"
"New Mexico","No. 1 Distillate","W","W","W","W","W","W","NA"
"New Mexico","No. 2 Distillate",57966,"W","W","W",,"W","NA"
"New Mexico","No. 2 Fuel Oil","-","-","-","-","-","-","-"
"New Mexico","No. 2 Diesel Fuel","NA","NA","NA","NA","NA","NA","NA"
"New Mexico","Ultra Low Sulfur",57966,"W","W","W",,"W","NA"
"New Mexico","Low Sulfur","-","-","-","-","-","-","-"
"New Mexico","High Sulfur","-","-","-","-","-","-","-"
"New Mexico","No. 4 Fuel","-","-","-","-","-","-","-"
"New Mexico","Aviation Gasoline",156,139,1488,1561,-7.9,29.9,4.6
"New Mexico","Kerosene-Type Jet Fu",3934,3796,44324,42176,-0.3,-15.8,-5.1
"New Mexico","Kerosene","W","-","W","W","-","-","NA"
"New Mexico","Propane",4614,7593,59951,59322,70.0,7.5,-1.3
"New Mexico","Residual Fuel Oil","-","-","-","-","-","-","-"
"New Mexico","Sulfur Content  <= 1","-","-","-","-","-","-","-"
"New Mexico","Sulfur Content  > 1","-","-","-","-","-","-","-"
"Texas","Motor Gasoline",1245299,1171828,12627518,13184567,-2.8,2.4,4.1
"Texas","Regular",1101030,1035202,11212128,11651861,-2.8,2.4,3.6
"Texas","Conventional",630850,595626,6431665,6719963,-2.4,2.1,4.2
"Texas","Reformulated",470180,439576,4780463,4931898,-3.4,3.0,2.9
"Texas","Midgrade",22884,21938,183732,199497,-0.9,31.5,8.3
"Texas","Conventional",12220,11923,84706,94141,0.8,58.2,10.8
"Texas","Reformulated",10664,10015,99026,105356,-3.0,9.5,6.1
"Texas","Premium",121385,114688,1231658,1333209,-2.4,-1.7,7.9
"Texas","Conventional",54024,47859,561775,611360,-8.5,-6.3,8.5
"Texas","Reformulated",67361,66829,669883,721849,2.5,1.8,7.4
"Texas","Total Distillate","W","W","W","W","W","W","W"
"Texas","No. 1 Distillate","-","-","W","W","-","-","NA"
"Texas","No. 2 Distillate",680025,622280,"W","W",-5.4,-1.4,"NA"
"Texas","No. 2 Fuel Oil","W","W","W","W","W","W","NA"
"Texas","No. 2 Diesel Fuel","NA","NA","NA","NA","NA","NA","NA"
"Texas","Ultra Low Sulfur",669558,608055,"W","W",-6.2,-2.6,"NA"
"Texas","Low Sulfur","W","W","W","W","W","W","NA"
"Texas","High Sulfur",5604,6003,"W","W",10.7,,"NA"
"Texas","No. 4 Fuel","-","-","-","-","-","-","-"
"Texas","Aviation Gasoline",1483,1552,13867,15293,8.1,35.4,10.0
"Texas","Kerosene-Type Jet Fu",276957,287715,2786067,2782920,7.3,14.2,-0.4
"Texas","Kerosene",104,125,"W","W",24.2,3.3,"NA"
"Texas","Propane",329850,358265,2933304,3249600,12.2,34.0,10.5
"Texas","Residual Fuel Oil",54200,43266,732127,767341,-17.5,-46.8,4.5
"Texas","Sulfur Content  <= 1","W",2575,"W","W",,,"NA"
"Texas","Sulfur Content  > 1","W",40691,"W","W",,-49.9,"NA"
"PAD District 4","Motor Gasoline",449615,426430,4790247,4887185,-2.0,4.7,1.7
"PAD District 4","Regular",364557,345562,3904240,3940543,-2.1,4.7,0.6
"PAD District 4","Conventional",364557,345562,3904240,3940543,-2.1,4.7,0.6
"PAD District 4","Reformulated","-","-","-","-","-","-","-"
"PAD District 4","Midgrade",10096,9664,116106,112330,-1.1,-1.8,-3.5
"PAD District 4","Conventional",10096,9664,116106,112330,-1.1,-1.8,-3.5
"PAD District 4","Reformulated","-","-","-","-","-","-","-"
"PAD District 4","Premium",74962,71204,769901,834312,-1.8,5.8,8.0
"PAD District 4","Conventional",74962,71204,769901,834312,-1.8,5.8,8.0
"PAD District 4","Reformulated","-","-","-","-","-","-","-"
"PAD District 4","Total Distillate","W","W","W","W","W","W","W"
"PAD District 4","No. 1 Distillate",4636,7769,"W","W",73.2,,"NA"
"PAD District 4","No. 2 Distillate",273204,260183,"W",2862726,-1.6,6.7,"NA"
"PAD District 4","No. 2 Fuel Oil","W","W","W","W","W","W","NA"
"PAD District 4","No. 2 Diesel Fuel","NA","NA","NA","NA","NA","NA","NA"
"PAD District 4","Ultra Low Sulfur","W","W","W","W","W","W","NA"
"PAD District 4","Low Sulfur","-","-","-","-","-","-","-"
"PAD District 4","High Sulfur","-","-","-","-","-","-","-"
"PAD District 4","No. 4 Fuel","W","-","W","W","-","-","NA"
"PAD District 4","Aviation Gasoline",843,750,9851,9671,-8.1,24.4,-2.1
"PAD District 4","Kerosene-Type Jet Fu",54655,52874,623562,613263,-0.0,2.9,-1.9
"PAD District 4","Kerosene","W","-","W","W","-","-","NA"
"PAD District 4","Propane",29772,31265,334849,344498,8.5,-9.9,2.6
"PAD District 4","Residual Fuel Oil","W","W","W","W","W","W","NA"
"PAD District 4","Sulfur Content  <= 1","W","W","W","W","W","W","NA"
"PAD District 4","Sulfur Content  > 1","-","-","W","-","-","-","NA"
"Colorado","Motor Gasoline",187035,175989,1948999,1992299,-2.8,3.3,1.9
"Colorado","Regular",151539,142601,1586259,1607762,-2.8,3.4,1.1
"Colorado","Conventional",151539,142601,1586259,1607762,-2.8,3.4,1.1
"Colorado","Reformulated","-","-","-","-","-","-","-"
"Colorado","Midgrade",4582,4170,50616,49593,-6.0,-4.9,-2.3
"Colorado","Conventional",4582,4170,50616,49593,-6.0,-4.9,-2.3
"Colorado","Reformulated","-","-","-","-","-","-","-"
"Colorado","Premium",30914,29218,312124,334944,-2.3,4.3,7.0
"Colorado","Conventional",30914,29218,312124,334944,-2.3,4.3,7.0
"Colorado","Reformulated","-","-","-","-","-","-","-"
"Colorado","Total Distillate","W","W","W","W","W","W","W"
"Colorado","No. 1 Distillate",949,2175,14090,"W",136.8,-22.5,"NA"
"Colorado","No. 2 Distillate",68346,61244,736176,"W",-7.4,2.5,"NA"
"Colorado","No. 2 Fuel Oil","-","-","-","-","-","-","-"
"Colorado","No. 2 Diesel Fuel","NA","NA","NA","NA","NA","NA","NA"
"Colorado","Ultra Low Sulfur",68346,61244,736176,"W",-7.4,2.5,"NA"
"Colorado","Low Sulfur","-","-","-","-","-","-","-"
"Colorado","High Sulfur","-","-","-","-","-","-","-"
"Colorado","No. 4 Fuel","-","-","-","-","-","-","-"
"Colorado","Aviation Gasoline",352,293,3076,3212,-14.0,30.2,4.1
"Colorado","Kerosene-Type Jet Fu",26349,27710,326243,304411,8.7,2.3,-7.0
"Colorado","Kerosene","-","-","-","W","-","-","NA"
"Colorado","Propane",10696,9604,116785,117226,-7.2,-21.0,0.1
"Colorado","Residual Fuel Oil","-","-","-","-","-","-","-"
"Colorado","Sulfur Content  <= 1","-","-","-","-","-","-","-"
"Colorado","Sulfur Content  > 1","-","-","-","-","-","-","-"
"Idaho","Motor Gasoline",61226,55665,682483,671158,-6.1,-3.9,-2.0
"Idaho","Regular",52306,47602,586067,569408,-6.0,-4.2,-3.1
"Idaho","Conventional",52306,47602,586067,569408,-6.0,-4.2,-3.1
"Idaho","Reformulated","-","-","-","-","-","-","-"
"Idaho","Midgrade",798,733,10036,8790,-5.1,35.5,-12.7
"Idaho","Conventional",798,733,10036,8790,-5.1,35.5,-12.7
"Idaho","Reformulated","-","-","-","-","-","-","-"
"Idaho","Premium",8122,7330,86380,92960,-6.7,-4.8,7.3
"Idaho","Conventional",8122,7330,86380,92960,-6.7,-4.8,7.3
"Idaho","Reformulated","-","-","-","-","-","-","-"
"Idaho","Total Distillate","W","W","W","W","W","W","W"
"Idaho","No. 1 Distillate","W",693,"W","W",,,"NA"
"Idaho","No. 2 Distillate","W",43861,"W","W",,9.1,"NA"
"Idaho","No. 2 Fuel Oil","W","W","W","W","W","W","NA"
"Idaho","No. 2 Diesel Fuel","NA","NA","NA","NA","NA","NA","NA"
"Idaho","Ultra Low Sulfur","W","W","W","W","W","W","NA"
"Idaho","Low Sulfur","-","-","-","-","-","-","-"
"Idaho","High Sulfur","-","-","-","-","-","-","-"
"Idaho","No. 4 Fuel","-","-","-","-","-","-","-"
"Idaho","Aviation Gasoline","W",110,"W","W",,31.0,"NA"
"Idaho","Kerosene-Type Jet Fu",2573,2457,28769,32346,-1.3,8.1,12.1
"Idaho","Kerosene","-","-","W","W","-","-","NA"
"Idaho","Propane",3259,3071,27138,33932,-2.6,-11.1,24.7
"Idaho","Residual Fuel Oil","-","-","-","-","-","-","-"
"Idaho","Sulfur Content  <= 1","-","-","-","-","-","-","-"
"Idaho","Sulfur Content  > 1","-","-","-","-","-","-","-"
"Montana","Motor Gasoline",60488,56959,682308,681778,-2.7,4.3,-0.4
"Montana","Regular",49297,46286,550808,548464,-3.0,5.1,-0.7
"Montana","Conventional",49297,46286,550808,548464,-3.0,5.1,-0.7
"Montana","Reformulated","-","-","-","-","-","-","-"
"Montana","Midgrade",2222,2109,26990,25820,-1.9,-9.3,-4.6
"Montana","Conventional",2222,2109,26990,25820,-1.9,-9.3,-4.6
"Montana","Reformulated","-","-","-","-","-","-","-"
"Montana","Premium",8969,8564,104510,107494,-1.3,3.6,2.5
"Montana","Conventional",8969,8564,104510,107494,-1.3,3.6,2.5
"Montana","Reformulated","-","-","-","-","-","-","-"
"Montana","Total Distillate","W","W","W","W","W","W","W"
"Montana","No. 1 Distillate",1712,2441,"W",10649,47.3,-0.6,"NA"
"Montana","No. 2 Distillate",52952,49207,552417,556171,-4.0,13.1,0.4
"Montana","No. 2 Fuel Oil","W","W","W","W","W","W","NA"
"Montana","No. 2 Diesel Fuel","NA","NA","NA","NA","NA","NA","NA"
"Montana","Ultra Low Sulfur","W","W","W","W","W","W","NA"
"Montana","Low Sulfur","-","-","-","-","-","-","-"
"Montana","High Sulfur","-","-","-","-","-","-","-"
"Montana","No. 4 Fuel","-","-","-","-","-","-","-"
"Montana","Aviation Gasoline",145,"W",2144,"W",,"W","NA"
"Montana","Kerosene-Type Jet Fu",2293,2039,33428,31476,-8.1,-6.3,-6.1
"Montana","Kerosene","-","-","W","-","-","-","NA"
"Montana","Propane",4857,5747,61415,64658,22.3,3.9,5.0
"Montana","Residual Fuel Oil","-","-","W","-","-","-","NA"
"Montana","Sulfur Content  <= 1","-","-","-","-","-","-","-"
"Montana","Sulfur Content  > 1","-","-","W","-","-","-","NA"
"Utah","Motor Gasoline",109288,107375,1131684,1209999,1.5,8.7,6.6
"Utah","Regular",85399,83855,897804,942088,1.5,8.2,4.6
"Utah","Conventional",85399,83855,897804,942088,1.5,8.2,4.6
"Utah","Reformulated","-","-","-","-","-","-","-"
"Utah","Midgrade",1841,1885,18164,20601,5.8,12.0,13.1
"Utah","Conventional",1841,1885,18164,20601,5.8,12.0,13.1
"Utah","Reformulated","-","-","-","-","-","-","-"
"Utah","Premium",22048,21635,215716,247310,1.4,10.7,14.3
"Utah","Conventional",22048,21635,215716,247310,1.4,10.7,14.3
"Utah","Reformulated","-","-","-","-","-","-","-"
"Utah","Total Distillate","W","W","W","W","W","W","W"
"Utah","No. 1 Distillate","W",614,"W","W",,,"NA"
"Utah","No. 2 Distillate",58978,59519,625756,634459,4.3,3.7,1.1
"Utah","No. 2 Fuel Oil","W","W","W","W","W","W","NA"
"Utah","No. 2 Diesel Fuel","NA","NA","NA","NA","NA","NA","NA"
"Utah","Ultra Low Sulfur","W","W","W","W","W","W","NA"
"Utah","Low Sulfur","-","-","-","-","-","-","-"
"Utah","High Sulfur","-","-","-","-","-","-","-"
"Utah","No. 4 Fuel","W","-","W","W","-","-","NA"
"Utah","Aviation Gasoline",195,164,2237,2105,-13.1,25.2,-6.2
"Utah","Kerosene-Type Jet Fu",22466,19693,217864,228825,-9.4,3.3,4.7
"Utah","Kerosene","W","-","W","W","-","-","NA"
"Utah","Propane",3587,3758,37558,42108,8.3,0.2,11.8
"Utah","Residual Fuel Oil","-","-","-","-","-","-","-"
"Utah","Sulfur Content  <= 1","-","-","-","-","-","-","-"
"Utah","Sulfur Content  > 1","-","-","-","-","-","-","-"
"Wyoming","Motor Gasoline",31578,30442,344773,331951,-0.4,18.8,-4.0
"Wyoming","Regular",26016,25218,283302,272821,0.2,20.3,-4.0
"Wyoming","Conventional",26016,25218,283302,272821,0.2,20.3,-4.0
"Wyoming","Reformulated","-","-","-","-","-","-","-"
"Wyoming","Midgrade",653,767,10300,7526,21.4,-15.8,-27.2
"Wyoming","Conventional",653,767,10300,7526,21.4,-15.8,-27.2
"Wyoming","Reformulated","-","-","-","-","-","-","-"
"Wyoming","Premium",4909,4457,51171,51604,-6.2,18.7,0.5
"Wyoming","Conventional",4909,4457,51171,51604,-6.2,18.7,0.5
"Wyoming","Reformulated","-","-","-","-","-","-","-"
"Wyoming","Total Distillate","W","W","W","W","W","W","W"
"Wyoming","No. 1 Distillate","W",1846,12719,"W",,-17.4,"NA"
"Wyoming","No. 2 Distillate","W",46352,553826,"W",,8.0,"NA"
"Wyoming","No. 2 Fuel Oil","-","-","-","-","-","-","-"
"Wyoming","No. 2 Diesel Fuel","NA","NA","NA","NA","NA","NA","NA"
"Wyoming","Ultra Low Sulfur","W","W","W","W","W","W","NA"
"Wyoming","Low Sulfur","-","-","-","-","-","-","-"
"Wyoming","High Sulfur","-","-","-","-","-","-","-"
"Wyoming","No. 4 Fuel","-","-","-","-","-","-","-"
"Wyoming","Aviation Gasoline","W","W","W","W","W","W","NA"
"Wyoming","Kerosene-Type Jet Fu",974,975,17258,16205,3.4,20.8,-6.4
"Wyoming","Kerosene","-","-","-","-","-","-","-"
"Wyoming","Propane",7373,9085,91953,86574,27.3,-7.4,-6.1
"Wyoming","Residual Fuel Oil","W","W","W","W","W","W","NA"
"Wyoming","Sulfur Content  <= 1","W","W","W","W","W","W","NA"
"Wyoming","Sulfur Content  > 1","-","-","-","-","-","-","-"
"PAD District 5","Motor Gasoline",2033034,1937265,21176110,21954815,-1.5,4.1,3.4
"PAD District 5","Regular",1612456,1534325,17048574,17399901,-1.7,3.3,1.8
"PAD District 5","Conventional",516348,492836,5430485,5676952,-1.4,4.7,4.2
"PAD District 5","Reformulated",1096108,1041489,11618089,11722949,-1.8,2.7,0.6
"PAD District 5","Midgrade",46935,44078,495045,509627,-3.0,2.9,2.6
"PAD District 5","Conventional",11993,11355,126375,128947,-2.2,6.4,1.7
"PAD District 5","Reformulated",34942,32723,368670,380680,-3.2,1.7,2.9
"PAD District 5","Premium",373643,358862,3632491,4045287,-0.8,7.7,11.0
"PAD District 5","Conventional",88926,85280,889598,1009987,-0.9,4.5,13.2
"PAD District 5","Reformulated",284717,273582,2742893,3035300,-0.7,8.7,10.3
"PAD District 5","Total Distillate","W","W","W","W","W","W","W"
"PAD District 5","No. 1 Distillate","W","W","W","W","W","W","NA"
"PAD District 5","No. 2 Distillate",651973,604590,7157469,7168340,-4.2,3.4,-0.1
"PAD District 5","No. 2 Fuel Oil","W","W","W","W","W","W","NA"
"PAD District 5","No. 2 Diesel Fuel","NA","NA","NA","NA","NA","NA","NA"
"PAD District 5","Ultra Low Sulfur","W","W","W","W","W","W","NA"
"PAD District 5","Low Sulfur","W","W","W","W","W","W","NA"
"PAD District 5","High Sulfur",19327,20223,"W","W",8.1,44.1,"NA"
"PAD District 5","No. 4 Fuel","-","-","-","-","-","-","-"
"PAD District 5","Aviation Gasoline",2507,2248,43680,37635,-7.3,-4.4,-14.1
"PAD District 5","Kerosene-Type Jet Fu",577118,571829,6184255,6155753,2.4,6.3,-0.8
"PAD District 5","Kerosene","W","W","W","W","W","W","NA"
"PAD District 5","Propane",82177,86494,799309,868232,8.8,0.7,8.3
"PAD District 5","Residual Fuel Oil",143265,134778,1548481,1564625,-2.8,-3.5,0.7
"PAD District 5","Sulfur Content  <= 1",25141,"NA","W","W",,"NA","NA"
"PAD District 5","Sulfur Content  > 1",118124,107258,"W","W",-6.2,-2.5,"NA"
"Alaska","Motor Gasoline",21747,20054,222181,243611,-4.7,17.7,9.3
"Alaska","Regular",19145,17710,197995,214559,-4.4,18.7,8.0
"Alaska","Conventional",19145,17710,197995,214559,-4.4,18.7,8.0
"Alaska","Reformulated","-","-","-","-","-","-","-"
"Alaska","Midgrade","W","W","W","W","W","W","NA"
"Alaska","Conventional","W","W","W","W","W","W","NA"
"Alaska","Reformulated","-","-","-","-","-","-","-"
"Alaska","Premium","W","W",21115,"W","W","W","NA"
"Alaska","Conventional","W","W",21115,"W","W","W","NA"
"Alaska","Reformulated","-","-","-","-","-","-","-"
"Alaska","Total Distillate","W","W","W","W","W","W","W"
"Alaska","No. 1 Distillate","W",11368,"W","W",,,"NA"
"Alaska","No. 2 Distillate","W",6638,"W","W",,,"NA"
"Alaska","No. 2 Fuel Oil","W","W","W","W","W","W","NA"
"Alaska","No. 2 Diesel Fuel","NA","NA","NA","NA","NA","NA","NA"
"Alaska","Ultra Low Sulfur","W","W","W","W","W","W","NA"
"Alaska","Low Sulfur","-","-","-","-","-","-","-"
"Alaska","High Sulfur","-","W","W","W","W","W","NA"
"Alaska","No. 4 Fuel","-","-","-","-","-","-","-"
"Alaska","Aviation Gasoline","W","W","W","W","W","W","NA"
"Alaska","Kerosene-Type Jet Fu",60149,63404,633501,608181,8.9,14.8,-4.3
"Alaska","Kerosene","-","-","-","-","-","-","-"
"Alaska","Propane","W","W","W","W","W","W","NA"
"Alaska","Residual Fuel Oil","-","-","-","-","-","-","-"
"Alaska","Sulfur Content  <= 1","-","-","-","-","-","-","-"
"Alaska","Sulfur Content  > 1","-","-","-","-","-","-","-"
"Arizona","Motor Gasoline",260698,248343,2565922,2754771,-1.6,6.6,7.0
"Arizona","Regular",225794,214449,2223738,2378423,-1.9,7.0,6.6
"Arizona","Conventional","W",79065,"W","W",,2.5,"NA"
"Arizona","Reformulated","W",135384,"W","W",,9.9,"NA"
"Arizona","Midgrade",4925,4735,51252,53409,-0.7,-0.0,3.9
"Arizona","Conventional","W","W","W","W","W","W","NA"
"Arizona","Reformulated","W","W","W","W","W","W","NA"
"Arizona","Premium",29979,29159,290932,322939,0.5,4.9,10.7
"Arizona","Conventional","W","W","W","W","W","W","NA"
"Arizona","Reformulated","W","W","W","W","W","W","NA"
"Arizona","Total Distillate","W","W","W","W","W","W","W"
"Arizona","No. 1 Distillate","-","-","-","-","-","-","-"
"Arizona","No. 2 Distillate",84710,77096,932971,918953,-6.0,-5.4,-1.8
"Arizona","No. 2 Fuel Oil","-","-","-","-","-","-","-"
"Arizona","No. 2 Diesel Fuel","NA","NA","NA","NA","NA","NA","NA"
"Arizona","Ultra Low Sulfur",84710,77096,932971,918953,-6.0,-5.4,-1.8
"Arizona","Low Sulfur","-","-","-","-","-","-","-"
"Arizona","High Sulfur","-","-","-","-","-","-","-"
"Arizona","No. 4 Fuel","-","-","-","-","-","-","-"
"Arizona","Aviation Gasoline",458,451,6040,5620,1.8,-12.1,-7.2
"Arizona","Kerosene-Type Jet Fu",15749,13734,133846,144451,-9.9,17.1,7.6
"Arizona","Kerosene","-","-","-","-","-","-","-"
"Arizona","Propane",8291,8170,71547,100237,1.8,2.9,39.7
"Arizona","Residual Fuel Oil","-","-","-","-","-","-","-"
"Arizona","Sulfur Content  <= 1","-","-","-","-","-","-","-"
"Arizona","Sulfur Content  > 1","-","-","-","-","-","-","-"
"California","Motor Gasoline",1251459,1190054,13088289,13412047,-1.7,3.1,2.2
"California","Regular",954520,906105,10204625,10238039,-1.9,1.7,0.0
"California","Conventional","-","-","-","-","-","-","-"
"California","Reformulated",954520,906105,10204625,10238039,-1.9,1.7,0.0
"California","Midgrade",31844,29757,336860,347285,-3.4,1.4,2.8
"California","Conventional","-","-","-","-","-","-","-"
"California","Reformulated","W","W",336860,"W","W","W","NA"
"California","Premium",265095,254192,2546804,2826723,-0.9,8.6,10.7
"California","Conventional","-","-","-","-","-","-","-"
"California","Reformulated","W","W",2546804,"W","W","W","NA"
"California","Total Distillate","W","W","W","W","W","W","W"
"California","No. 1 Distillate","W","W","W","W","W","W","NA"
"California","No. 2 Distillate",340193,319610,3706469,"W",-2.9,7.0,"NA"
"California","No. 2 Fuel Oil","-","-","-","-","-","-","-"
"California","No. 2 Diesel Fuel","NA","NA","NA","NA","NA","NA","NA"
"California","Ultra Low Sulfur","W","W","W","W","W","W","NA"
"California","Low Sulfur","-","-","W","-","-","-","NA"
"California","High Sulfur","W","W","W","W","W","W","NA"
"California","No. 4 Fuel","-","-","-","-","-","-","-"
"California","Aviation Gasoline",1352,1230,27768,22199,-6.0,-6.0,-20.3
"California","Kerosene-Type Jet Fu",367338,366878,3932721,3909315,3.2,7.0,-0.9
"California","Kerosene","W","W","W","W","W","W","NA"
"California","Propane",43659,47718,466986,471000,12.9,-3.1,0.6
"California","Residual Fuel Oil",78700,65712,849089,840316,-13.7,-18.2,-1.3
"California","Sulfur Content  <= 1","W","W","W","W","W","W","NA"
"California","Sulfur Content  > 1","W","W","W","W","W","W","NA"
"Hawaii","Motor Gasoline",39860,38189,426995,437275,-1.0,1.2,2.1
"Hawaii","Regular",29808,28585,321258,325996,-0.9,0.5,1.2
"Hawaii","Conventional",29808,28585,321258,325996,-0.9,0.5,1.2
"Hawaii","Reformulated","-","-","-","-","-","-","-"
"Hawaii","Midgrade","W","W",26140,"W","W","W","NA"
"Hawaii","Conventional","W","W",26140,"W","W","W","NA"
"Hawaii","Reformulated","-","-","-","-","-","-","-"
"Hawaii","Premium","W","W",79597,"W","W","W","NA"
"Hawaii","Conventional","W","W",79597,"W","W","W","NA"
"Hawaii","Reformulated","-","-","-","-","-","-","-"
"Hawaii","Total Distillate","W","W","W","W","W","W","W"
"Hawaii","No. 1 Distillate","-","-","-","-","-","-","-"
"Hawaii","No. 2 Distillate",20803,22754,244177,"W",13.0,7.5,"NA"
"Hawaii","No. 2 Fuel Oil","-","-","-","-","-","-","-"
"Hawaii","No. 2 Diesel Fuel","NA","NA","NA","NA","NA","NA","NA"
"Hawaii","Ultra Low Sulfur","W",7940,"W","W",,-0.6,"NA"
"Hawaii","Low Sulfur","W","W","W","W","W","W","NA"
"Hawaii","High Sulfur",10983,"W","W","W",,"W","NA"
"Hawaii","No. 4 Fuel","-","-","-","-","-","-","-"
"Hawaii","Aviation Gasoline","W","NA","W","W","NA","NA","NA"
"Hawaii","Kerosene-Type Jet Fu",36754,35511,469567,431856,-0.2,-9.5,-8.3
"Hawaii","Kerosene","-","-","-","-","-","-","-"
"Hawaii","Propane","W","W","W","W","W","W","NA"
"Hawaii","Residual Fuel Oil","W","NA","W","W","NA","NA","NA"
"Hawaii","Sulfur Content  <= 1","W","W","W","W","W","W","NA"
"Hawaii","Sulfur Content  > 1","W","W","W","W","W","W","NA"
"Nevada","Motor Gasoline",94025,91859,975999,1041570,1.0,8.4,6.4
"Nevada","Regular",73159,71394,778387,811661,0.8,7.2,4.0
"Nevada","Conventional","W",71394,"W","W",,7.2,"NA"
"Nevada","Reformulated","W","-","W","W","-","-","NA"
"Nevada","Midgrade",2945,2786,26860,31192,-2.2,18.7,15.8
"Nevada","Conventional",2945,2786,"W","W",-2.2,18.7,"NA"
"Nevada","Reformulated","-","-","W","W","-","-","NA"
"Nevada","Premium",17921,17679,170752,198717,1.9,12.2,16.0
"Nevada","Conventional",17921,"W","W","W",,"W","NA"
"Nevada","Reformulated","-","W","W","W","W","W","NA"
"Nevada","Total Distillate","W","W","W","W","W","W","W"
"Nevada","No. 1 Distillate","NA","W","W","W","W","W","NA"
"Nevada","No. 2 Distillate","W",37031,"W","W",,-1.8,"NA"
"Nevada","No. 2 Fuel Oil","W","W","W","W","W","W","NA"
"Nevada","No. 2 Diesel Fuel","NA","NA","NA","NA","NA","NA","NA"
"Nevada","Ultra Low Sulfur",42103,"W","W","W",,"W","NA"
"Nevada","Low Sulfur","-","-","-","-","-","-","-"
"Nevada","High Sulfur","-","-","-","-","-","-","-"
"Nevada","No. 4 Fuel","-","-","-","-","-","-","-"
"Nevada","Aviation Gasoline",130,"W","W","W",,"W","NA"
"Nevada","Kerosene-Type Jet Fu",20089,18941,187532,204884,-2.6,9.4,8.9
"Nevada","Kerosene","W","W","W","W","W","W","NA"
"Nevada","Propane",2245,3040,25078,"W",39.9,-5.2,"NA"
"Nevada","Residual Fuel Oil","-","-","-","-","-","-","-"
"Nevada","Sulfur Content  <= 1","-","-","-","-","-","-","-"
"Nevada","Sulfur Content  > 1","-","-","-","-","-","-","-"
"Oregon","Motor Gasoline",132933,130499,1410048,1518160,1.4,8.5,7.3
"Oregon","Regular",116873,114672,1245899,1324642,1.4,8.4,6.0
"Oregon","Conventional",116873,114672,1245899,1324642,1.4,8.4,6.0
"Oregon","Reformulated","-","-","-","-","-","-","-"
"Oregon","Midgrade",1142,1062,13091,12815,-3.9,-5.3,-2.4
"Oregon","Conventional",1142,1062,13091,12815,-3.9,-5.3,-2.4
"Oregon","Reformulated","-","-","-","-","-","-","-"
"Oregon","Premium",14918,14765,151058,180703,2.3,10.2,19.3
"Oregon","Conventional",14918,14765,151058,180703,2.3,10.2,19.3
"Oregon","Reformulated","-","-","-","-","-","-","-"
"Oregon","Total Distillate","W","W","W","W","W","W","W"
"Oregon","No. 1 Distillate","W","W","W","W","W","W","NA"
"Oregon","No. 2 Distillate",61985,56811,"W","W",-5.3,2.5,"NA"
"Oregon","No. 2 Fuel Oil","-","-","W","-","-","-","NA"
"Oregon","No. 2 Diesel Fuel","NA","NA","NA","NA","NA","NA","NA"
"Oregon","Ultra Low Sulfur","W","W","W","W","W","W","NA"
"Oregon","Low Sulfur","-","-","W","-","-","-","NA"
"Oregon","High Sulfur","W","W","W","W","W","W","NA"
"Oregon","No. 4 Fuel","-","-","-","-","-","-","-"
"Oregon","Aviation Gasoline",265,233,3751,3871,-9.1,24.6,2.9
"Oregon","Kerosene-Type Jet Fu",13655,13759,165956,168627,4.1,-0.3,1.3
"Oregon","Kerosene","W","W","W","W","W","W","NA"
"Oregon","Propane",5494,5413,46560,50904,1.8,10.3,9.0
"Oregon","Residual Fuel Oil","-","-","W","-","-","-","NA"
"Oregon","Sulfur Content  <= 1","-","-","-","-","-","-","-"
"Oregon","Sulfur Content  > 1","-","-","W","-","-","-","NA"
"Washington","Motor Gasoline",232312,218267,2486676,2547381,-2.9,2.1,2.1
"Washington","Regular",193157,181410,2076672,2106581,-3.0,2.1,1.1
"Washington","Conventional",193157,181410,2076672,2106581,-3.0,2.1,1.1
"Washington","Reformulated","-","-","-","-","-","-","-"
"Washington","Midgrade",3249,3035,37771,36541,-3.5,-4.1,-3.5
"Washington","Conventional",3249,3035,37771,36541,-3.5,-4.1,-3.5
"Washington","Reformulated","-","-","-","-","-","-","-"
"Washington","Premium",35906,33822,372233,404259,-2.7,2.6,8.3
